12.0,5.324e-08
11.0,5.444e-08
10.0,6.042e-08
9.0,8.142e-08
8.0,1.3389999999999997e-07
7.0,2.5189999999999997e-07
6.0,5.0364e-07
5.0,7.665800000000001e-07
4.0,1.19754e-06
3.0,1.5147599999999998e-06
2.0,1.47114e-06
1.0,1.2945600000000002e-06
0.0,1.18104e-06
-1.0,1.3384000000000002e-06
-2.0,1.2267e-06
-3.0,1.00242e-06
-4.0,7.216e-07
-5.0,4.686199999999999e-07
-6.0,2.8484e-07
-7.0,1.7597999999999997e-07
-8.0,1.1945999999999999e-07
-9.0,8.476e-08
-10.0,6.656000000000001e-08
-11.0,5.989999999999999e-08
-12.0,5.630000000000001e-08
