20.0,2.09e-06
19.0,2.102e-06
18.0,2.065e-06
17.0,2.078e-06
16.0,2.071e-06
15.0,2.071e-06
14.0,2.071e-06
13.0,2.071e-06
12.0,2.078e-06
11.0,2.084e-06
10.0,2.09e-06
9.0,2.09e-06
8.0,2.108e-06
7.0,2.132e-06
6.0,2.181e-06
5.0,2.266e-06
4.0,2.351e-06
3.0,2.503e-06
2.0,2.636e-06
1.0,2.642e-06
0.0,2.533e-06
-1.0,2.478e-06
-2.0,2.527e-06
-3.0,2.497e-06
-4.0,2.351e-06
-5.0,2.242e-06
-6.0,2.181e-06
-7.0,2.138e-06
-8.0,2.114e-06
-9.0,2.096e-06
-10.0,2.084e-06
-11.0,2.096e-06
-12.0,2.065e-06
-13.0,2.071e-06
-14.0,2.071e-06
-15.0,2.071e-06
-16.0,2.071e-06
-17.0,2.078e-06
-18.0,2.071e-06
-19.0,2.071e-06
-20.0,2.078e-06
