-12.0,2.848600000000001e-07
-11.0,5.57e-08
-10.0,5.974e-08
-9.0,6.768e-08
-8.0,9.4e-08
-7.0,1.442e-07
-6.0,2.5123999999999997e-07
-5.0,4.2076e-07
-4.0,7.1214e-07
-3.0,1.13676e-06
-2.0,1.2472199999999998e-06
-1.0,1.13402e-06
0.0,1.2651399999999998e-06
1.0,1.4646599999999999e-06
2.0,1.56174e-06
3.0,1.3509399999999999e-06
4.0,9.102599999999999e-07
5.0,6.118000000000001e-07
6.0,3.7508e-07
7.0,2.3516e-07
8.0,1.3818e-07
9.0,8.83e-08
10.0,6.338e-08
11.0,5.564e-08
12.0,5.3499999999999996e-08
